Timestamp,Thumb Flex,Pointer Flex,Middle Flex,Ring Flex,Pinky Flex,Thumb Acc. X,Thumb Acc. Y,Thumb Acc. Z,Thumb Gyro X,Thumb Gyro Y,Thumb Gyro Z,Pointer Acc. X,Pointer Acc. Y,Pointer Acc. Z,Pointer Gyro X,Pointer Gyro Y,Pointer Gyro Z,Middle Acc. X,Middle Acc. Y,Middle Acc. Z,Middle Gyro X,Middle Gyro Y,Middle Gyro Z,Ring Acc. X,Ring Acc. Y,Ring Acc. Z,Ring Gyro X,Ring Gyro Y,Ring Gyro Z,Pinky Acc. X,Pinky Acc. Y,Pinky Acc. Z,Pinky Gyro X,Pinky Gyro Y,Pinky Gyro Z,Wrist Gyro X,Wrist Gyro Y,Wrist Gyro Z,Wrist Acc. X,Wrist Acc. Y,Wrist Acc. Z,Hand
1.433,255,255,255,255,255,-7.85,0.81,6.01,-0.01,0.01,0.00,-8.83,-2.90,3.53,-0.04,0.00,-0.02,-8.16,-2.18,5.40,0.01,0.02,-0.01,-5.44,-5.32,6.42,0.00,0.00,0.01,-2.15,-3.51,8.99,-0.01,-0.00,0.01,-0.52,0.08,0.86,-0.24,0.37,0.31,L
1.484,255,255,255,255,255,-7.87,0.79,6.03,-0.01,0.01,0.00,-8.85,-2.94,3.62,-0.03,-0.01,-0.02,-8.25,-2.18,5.42,0.01,0.02,-0.01,-5.35,-5.37,6.45,0.00,-0.01,0.00,-2.09,-3.48,8.93,-0.02,-0.01,-0.00,-0.52,0.08,0.86,-0.43,0.00,0.06,L
1.537,255,255,255,0,255,-7.90,0.85,6.04,-0.00,0.01,-0.00,-8.82,-2.88,3.62,-0.04,0.00,-0.02,-8.23,-2.16,5.46,0.01,0.02,-0.01,-5.43,-5.34,6.46,0.01,-0.01,0.01,-2.16,-3.44,8.94,-0.02,-0.00,0.01,-0.52,0.08,0.86,-0.12,0.24,0.18,L
1.586,255,255,255,255,255,-7.86,0.81,6.06,-0.02,0.01,0.00,-8.85,-2.87,3.59,-0.03,-0.01,-0.02,-8.23,-2.12,5.46,0.00,0.02,-0.01,-5.38,-5.31,6.44,0.00,-0.01,0.00,-2.14,-3.49,8.89,-0.01,-0.00,0.01,-0.52,0.08,0.86,-0.24,0.37,0.43,L
1.641,255,255,255,255,255,-7.86,0.78,6.07,-0.01,0.01,0.00,-8.82,-2.87,3.65,-0.03,-0.01,-0.02,-8.18,-2.16,5.46,0.01,0.01,-0.01,-5.28,-5.25,6.44,0.00,-0.00,0.01,-2.09,-3.51,8.95,-0.01,-0.01,0.01,-0.52,0.08,0.86,-0.31,-0.12,0.24,L
1.694,0,255,255,255,255,-7.87,0.87,6.06,-0.01,0.01,0.00,-8.85,-2.95,3.64,-0.03,-0.00,-0.02,-8.23,-2.22,5.43,0.01,0.02,-0.01,-5.30,-5.33,6.46,0.00,-0.01,0.00,-2.13,-3.44,8.97,-0.02,-0.01,0.00,-0.52,0.08,0.86,0.00,0.31,0.18,L
1.743,255,255,255,255,255,-7.82,0.83,5.98,-0.01,0.01,-0.00,-8.83,-2.93,3.57,-0.02,-0.00,-0.02,-8.18,-2.18,5.42,0.00,0.01,-0.01,-5.40,-5.34,6.40,0.00,-0.00,0.00,-2.14,-3.50,8.94,-0.02,-0.01,0.01,-0.52,0.08,0.86,-0.06,0.06,0.18,L
1.796,255,255,255,255,255,-7.85,0.85,6.05,-0.00,0.01,0.01,-8.89,-2.90,3.62,-0.03,-0.00,-0.01,-8.26,-2.17,5.42,0.01,0.02,-0.01,-5.45,-5.30,6.51,0.01,-0.00,0.01,-2.13,-3.46,8.96,-0.02,-0.01,0.01,-0.52,0.09,0.87,-0.31,0.18,0.12,L
1.851,255,255,255,255,255,-7.90,0.77,5.97,-0.01,0.01,-0.01,-8.84,-2.91,3.59,-0.03,-0.01,-0.03,-8.25,-2.19,5.37,0.01,0.02,-0.01,-5.36,-5.31,6.43,0.01,0.00,0.00,-2.10,-3.48,8.93,-0.01,-0.01,0.01,-0.52,0.08,0.86,0.18,0.24,0.37,L
1.899,255,255,255,255,255,-7.85,0.79,6.04,-0.02,0.00,-0.00,-8.77,-2.92,3.62,-0.03,-0.01,-0.02,-8.20,-2.19,5.47,0.01,0.01,-0.01,-5.34,-5.34,6.47,0.01,-0.00,0.01,-2.08,-3.53,8.94,-0.01,-0.01,0.01,-0.52,0.08,0.86,-0.49,0.06,0.12,L
