Timestamp,Thumb Flex,Pointer Flex,Middle Flex,Ring Flex,Pinky Flex,Thumb Acc. X,Thumb Acc. Y,Thumb Acc. Z,Thumb Gyro X,Thumb Gyro Y,Thumb Gyro Z,Pointer Acc. X,Pointer Acc. Y,Pointer Acc. Z,Pointer Gyro X,Pointer Gyro Y,Pointer Gyro Z,Middle Acc. X,Middle Acc. Y,Middle Acc. Z,Middle Gyro X,Middle Gyro Y,Middle Gyro Z,Ring Acc. X,Ring Acc. Y,Ring Acc. Z,Ring Gyro X,Ring Gyro Y,Ring Gyro Z,Pinky Acc. X,Pinky Acc. Y,Pinky Acc. Z,Pinky Gyro X,Pinky Gyro Y,Pinky Gyro Z,Wrist Gyro X,Wrist Gyro Y,Wrist Gyro Z,Wrist Acc. X,Wrist Acc. Y,Wrist Acc. Z,Hand
4.334,255,0,255,255,255,-3.15,7.89,-4.48,-0.07,-0.07,-0.03,-9.25,2.00,-1.97,-0.11,-0.15,-0.04,-8.56,2.73,-3.35,0.07,0.09,-0.03,-9.04,3.08,-2.14,0.07,-0.08,0.02,-9.01,3.39,-2.53,0.04,-0.09,0.05,-0.25,0.44,0.87,1.10,0.37,-0.61,L
4.384,255,0,255,255,255,-3.17,7.94,-4.51,-0.00,-0.01,0.04,-9.32,1.79,-2.04,0.05,0.09,0.06,-8.63,2.92,-3.17,0.10,-0.06,0.09,-9.01,2.83,-1.84,0.04,0.05,-0.02,-8.73,3.27,-2.14,0.07,0.00,-0.01,-0.24,0.47,0.87,0.61,-0.24,-3.66,L
4.436,255,0,255,255,255,-3.13,7.94,-4.48,0.00,-0.03,-0.01,-9.45,2.11,-1.64,-0.04,-0.01,-0.07,-8.58,2.84,-3.25,-0.04,0.02,-0.05,-8.98,3.31,-2.09,0.08,-0.03,0.01,-8.97,3.62,-2.15,0.04,-0.02,0.02,-0.23,0.46,0.87,1.65,0.67,-1.89,L
4.487,255,0,255,255,255,-3.07,7.91,-4.60,-0.01,-0.02,0.02,-9.36,2.10,-2.16,-0.07,-0.08,-0.01,-8.61,3.16,-3.23,0.02,0.02,-0.02,-9.12,3.12,-1.99,0.02,-0.04,0.00,-9.04,3.53,-2.24,-0.01,-0.01,-0.01,-0.23,0.46,0.88,0.85,1.34,-2.01,L
4.538,255,0,255,255,255,-3.02,8.18,-4.58,0.05,-0.02,-0.01,-9.65,1.89,-2.07,0.06,0.02,-0.02,-8.78,2.98,-3.32,0.00,-0.02,-0.03,-9.17,3.37,-2.05,0.06,0.01,-0.06,-9.03,3.67,-2.34,0.04,0.02,-0.06,-0.22,0.49,0.90,2.01,-3.36,0.79,L
4.589,255,0,255,255,255,-3.08,8.07,-4.33,0.07,-0.01,-0.09,-9.40,2.22,-1.76,0.04,-0.09,-0.13,-8.61,2.88,-3.24,0.04,-0.01,-0.12,-9.15,2.98,-1.70,0.09,0.05,-0.13,-9.19,3.30,-2.17,0.07,0.02,-0.13,-0.25,0.46,0.89,4.09,-8.24,3.36,L
4.64,255,0,255,255,255,-3.78,8.03,-4.97,0.39,-0.13,-0.11,-9.96,1.56,-1.59,0.16,-0.08,0.01,-9.06,1.97,-2.88,0.52,-0.13,-0.01,-9.15,1.79,-1.34,0.13,-0.08,-0.25,-8.88,1.99,-1.58,0.14,-0.16,-0.37,-0.26,0.45,0.88,16.36,-35.71,8.30,L
4.692,255,0,255,255,255,-3.42,7.40,-4.71,0.53,-0.61,-0.47,-9.85,0.91,-0.62,0.13,-0.50,-0.41,-8.69,1.14,-3.09,1.28,-0.14,-0.20,-8.71,1.63,-1.65,0.40,-0.34,-0.82,-8.53,2.14,-1.96,0.37,-0.26,-0.87,-0.28,0.43,0.84,38.76,-43.88,13.12,L
4.742,255,0,255,255,255,-3.56,7.35,-4.40,0.71,-0.68,-0.73,-9.78,1.48,-1.03,0.13,-1.08,-0.75,-8.99,2.48,-3.62,0.75,-0.32,-0.92,-9.59,3.24,-3.25,0.55,-0.08,-0.87,-9.83,3.74,-3.62,0.47,0.15,-0.77,-0.32,0.38,0.87,22.16,-23.93,8.67,L
4.793,255,0,255,255,255,-3.75,7.55,-5.98,-0.15,-0.05,-0.27,-9.24,2.66,-3.11,-0.14,-0.85,-0.56,-8.83,4.26,-3.87,-0.65,-0.06,-0.67,-9.89,3.77,-2.14,0.28,0.43,-0.13,-9.90,3.44,-2.69,0.26,0.27,0.06,-0.36,0.38,0.92,-6.41,-9.64,-0.12,L
4.844,255,0,255,255,255,-4.15,7.85,-4.75,0.19,0.14,0.17,-9.31,2.19,-2.55,0.14,0.68,0.44,-9.20,2.64,-3.04,-0.20,-0.10,0.38,-9.70,2.25,-1.01,-0.27,-0.05,0.21,-9.49,2.32,-1.70,-0.20,-0.14,0.23,-0.34,0.41,0.86,-4.39,-7.39,-0.73,L
4.895,255,0,255,255,255,-4.24,7.33,-4.80,-0.05,-0.09,0.15,-10.30,0.82,0.15,0.21,0.82,0.44,-9.21,1.36,-2.84,0.30,0.07,0.49,-9.39,1.67,-1.64,-0.21,-0.47,0.17,-9.08,2.12,-1.82,-0.23,-0.43,0.09,-0.34,0.41,0.85,-9.09,-9.16,-0.79,L
4.946,255,0,255,255,255,-3.92,6.71,-4.37,-0.18,-0.13,-0.10,-9.60,1.26,0.19,-0.34,-0.41,-0.16,-8.66,1.01,-2.64,0.44,-0.24,0.11,-8.71,1.48,-2.03,0.23,-0.39,-0.06,-8.70,1.91,-2.38,0.01,-0.30,-0.15,-0.35,0.41,0.83,-0.73,-6.77,0.55,L
4.997,255,0,255,255,255,-4.18,6.97,-4.71,0.11,-0.35,-0.17,-9.42,1.62,-1.53,-0.22,-0.68,-0.09,-8.83,1.90,-3.44,-0.04,-0.16,-0.45,-9.23,1.74,-2.36,0.06,0.06,-0.39,-9.40,2.21,-2.65,0.18,0.14,-0.38,-0.37,0.41,0.86,10.13,-13.67,4.94,L
5.048,255,0,255,255,255,-4.08,7.56,-5.09,0.12,-0.08,-0.26,-9.41,0.89,-1.61,0.00,-0.18,-0.16,-8.83,2.20,-3.30,-0.16,0.08,-0.45,-9.57,2.72,-1.82,0.09,0.32,-0.37,-9.65,3.11,-2.29,0.17,0.27,-0.25,-0.37,0.39,0.86,6.77,-6.90,3.85,L
5.099,255,0,255,255,255,-4.41,7.56,-5.10,0.07,0.14,-0.05,-9.65,1.80,-1.32,0.04,0.09,-0.23,-9.38,2.72,-2.94,-0.26,-0.01,-0.10,-9.84,2.12,-1.40,0.09,0.11,0.29,-9.69,2.34,-1.91,-0.07,0.01,0.25,-0.40,0.38,0.87,-4.39,-1.04,-1.53,L
5.15,255,0,255,255,255,-4.47,7.14,-4.79,0.03,-0.00,0.16,-9.91,1.91,-0.77,0.06,0.34,0.20,-9.34,1.50,-2.86,0.18,-0.05,0.35,-9.61,1.48,-1.38,-0.18,-0.30,0.07,-9.31,1.81,-1.98,-0.14,-0.27,0.01,-0.38,0.40,0.85,-3.97,-2.62,-2.20,L
5.201,255,0,255,255,255,-4.36,6.90,-4.45,-0.17,-0.10,-0.03,-9.73,0.93,0.16,-0.10,-0.06,0.14,-8.86,1.37,-2.84,0.27,-0.06,0.11,-9.11,1.87,-2.05,0.03,-0.26,-0.04,-9.13,2.23,-2.28,0.04,-0.20,-0.04,-0.37,0.40,0.84,-2.75,-1.89,-1.65,L
5.252,255,0,255,255,255,-4.24,7.02,-4.73,-0.07,-0.14,-0.06,-9.50,1.30,-1.17,-0.22,-0.46,-0.10,-8.96,1.91,-3.24,-0.03,-0.11,-0.18,-9.46,1.91,-2.11,0.12,-0.01,-0.06,-9.40,2.38,-2.50,0.03,0.06,-0.10,-0.37,0.41,0.87,-1.95,-1.77,-0.49,L
5.303,255,0,255,255,255,-4.29,7.31,-4.89,0.08,0.04,-0.05,-9.37,1.47,-1.70,0.01,0.05,-0.11,-9.12,2.12,-2.86,-0.29,0.06,-0.22,-9.50,2.26,-1.70,-0.01,0.22,-0.14,-9.53,2.59,-2.24,0.06,0.21,-0.10,-0.38,0.42,0.85,-0.31,-1.95,1.04,L
